Label,Alabama_Count,Alabama_Male,Alabama_Female,Alaska_Count,Alaska_Male,Alaska_Female,Arizona_Count,Arizona_Male,Arizona_Female,Arkansas_Count,Arkansas_Male,Arkansas_Female,California_Count,California_Male,California_Female,Colorado_Count,Colorado_Male,Colorado_Female,Connecticut_Count,Connecticut_Male,Connecticut_Female,Delaware_Count,Delaware_Male,Delaware_Female,District of Columbia_Count,District of Columbia_Male,District of Columbia_Female,Florida_Count,Florida_Male,Florida_Female,Georgia_Count,Georgia_Male,Georgia_Female,Hawaii_Count,Hawaii_Male,Hawaii_Female,Idaho_Count,Idaho_Male,Idaho_Female,Illinois_Count,Illinois_Male,Illinois_Female,Indiana_Count,Indiana_Male,Indiana_Female,Iowa_Count,Iowa_Male,Iowa_Female,Kansas_Count,Kansas_Male,Kansas_Female,Kentucky_Count,Kentucky_Male,Kentucky_Female,Louisiana_Count,Louisiana_Male,Louisiana_Female,Maine_Count,Maine_Male,Maine_Female,Maryland_Count,Maryland_Male,Maryland_Female,Massachusetts_Count,Massachusetts_Male,Massachusetts_Female,Michigan_Count,Michigan_Male,Michigan_Female,Minnesota_Count,Minnesota_Male,Minnesota_Female,Mississippi_Count,Mississippi_Male,Mississippi_Female,Missouri_Count,Missouri_Male,Missouri_Female,Montana_Count,Montana_Male,Montana_Female,Nebraska_Count,Nebraska_Male,Nebraska_Female,Nevada_Count,Nevada_Male,Nevada_Female,New Hampshire_Count,New Hampshire_Male,New Hampshire_Female,New Jersey_Count,New Jersey_Male,New Jersey_Female,New Mexico_Count,New Mexico_Male,New Mexico_Female,New York_Count,New York_Male,New York_Female,North Carolina_Count,North Carolina_Male,North Carolina_Female,North Dakota_Count,North Dakota_Male,North Dakota_Female,Ohio_Count,Ohio_Male,Ohio_Female,Oklahoma_Count,Oklahoma_Male,Oklahoma_Female,Oregon_Count,Oregon_Male,Oregon_Female,Pennsylvania_Count,Pennsylvania_Male,Pennsylvania_Female,Rhode Island_Count,Rhode Island_Male,Rhode Island_Female,South Carolina_Count,South Carolina_Male,South Carolina_Female,South Dakota_Count,South Dakota_Male,South Dakota_Female,Tennessee_Count,Tennessee_Male,Tennessee_Female,Texas_Count,Texas_Male,Texas_Female,Utah_Count,Utah_Male,Utah_Female,Vermont_Count,Vermont_Male,Vermont_Female,Virginia_Count,Virginia_Male,Virginia_Female,Washington_Count,Washington_Male,Washington_Female,West Virginia_Count,West Virginia_Male,West Virginia_Female,Wisconsin_Count,Wisconsin_Male,Wisconsin_Female,Wyoming_Count,Wyoming_Male,Wyoming_Female,Puerto Rico_Count,Puerto Rico_Male,Puerto Rico_Female
        High school graduate or higher,"2,027,741","969,522","1,058,219","318,375","169,133","149,242","3,229,819","1,568,691","1,661,128","1,394,731","666,776","727,955","13,867,594","6,798,451","7,069,143","2,938,828","1,445,664","1,493,164","1,819,666","863,074","956,592","426,994","200,497","226,497","199,389","100,463","98,926","10,132,687","4,843,451","5,289,236","3,676,793","1,768,440","1,908,353","264,973","145,440","119,533","901,896","441,534","460,362","5,872,728","2,839,283","3,033,445","3,371,245","1,625,859","1,745,386","1,786,660","861,781","924,879","1,509,854","729,916","779,938","2,281,835","1,081,142","1,200,693","1,792,498","853,266","939,232","849,243","401,013","448,230","2,230,061","1,071,516","1,158,545","3,558,651","1,678,291","1,880,360","5,005,405","2,416,803","2,588,602","3,069,776","1,494,096","1,575,680","1,066,418","506,636","559,782","3,121,576","1,493,570","1,628,006","608,078","300,662","307,416","1,027,175","500,125","527,050","1,214,102","611,165","602,937","829,647","398,585","431,062","3,911,909","1,868,555","2,043,354","910,934","438,667","472,267","8,194,795","3,932,329","4,262,466","4,320,272","2,039,921","2,280,351","414,137","209,279","204,858","6,054,978","2,905,610","3,149,368","1,742,541","840,020","902,521","2,240,560","1,084,545","1,156,015","6,805,771","3,260,724","3,545,047","550,809","259,179","291,630","2,077,246","988,497","1,088,749","463,438","227,016","236,422","3,125,975","1,485,294","1,640,681","11,013,621","5,336,293","5,677,328","1,445,743","713,234","732,509","388,098","184,283","203,815","3,651,632","1,762,591","1,889,041","3,625,408","1,779,358","1,846,050","1,054,415","502,795","551,620","3,239,464","1,577,692","1,661,772","336,935","170,119","166,816","1,229,880","539,353","690,527"
        Bachelor's degree or higher,"624,622","299,965","324,657","118,915","59,595","59,320","1,066,299","530,718","535,581","369,216","172,134","197,082","5,410,574","2,718,855","2,691,719","1,302,883","637,096","665,787","803,896","381,443","422,453","149,660","70,816","78,844","181,641","90,541","91,100","3,391,679","1,688,171","1,703,508","1,361,747","669,826","691,921","119,495","62,463","57,032","261,788","135,398","126,390","2,236,541","1,087,647","1,148,894","955,101","455,166","499,935","523,519","245,003","278,516","540,943","259,582","281,361","628,456","287,628","340,828","545,966","255,564","290,402","278,780","127,244","151,536","1,039,382","506,090","533,292","1,660,725","785,622","875,103","1,567,878","763,642","804,236","1,156,038","548,004","608,034","296,973","138,355","158,618","997,901","465,621","532,280","204,566","99,154","105,412","343,184","162,218","180,966","346,194","179,868","166,326","313,608","152,076","161,532","1,659,676","808,943","850,733","310,782","144,359","166,423","3,509,467","1,663,226","1,846,241","1,571,634","740,199","831,435","132,561","61,889","70,672","1,842,006","886,883","955,123","514,868","249,681","265,187","795,601","384,678","410,923","2,293,771","1,108,278","1,185,493","210,769","100,534","110,235","726,680","359,723","366,957","145,125","68,221","76,904","962,901","462,910","499,991","3,820,100","1,867,538","1,952,562","510,374","274,701","235,673","156,049","70,043","86,006","1,582,785","778,603","804,182","1,351,153","675,887","675,266","237,137","111,146","125,991","1,022,969","482,875","540,094","97,937","48,891","49,046","433,324","166,336","266,988"
"White alone, not Hispanic or Latino","2,279,702","1,092,757","1,186,945","316,043","168,627","147,416","2,862,388","1,395,735","1,466,653","1,538,245","741,705","796,540","11,281,942","5,572,882","5,709,060","2,704,318","1,336,381","1,367,937","1,793,942","856,593","937,349","445,757","212,140","233,617","184,676","93,659","91,017","8,606,703","4,160,031","4,446,672","3,880,273","1,875,502","2,004,771","251,708","138,280","113,428","921,431","452,333","469,098","5,748,466","2,775,529","2,972,937","3,652,170","1,764,463","1,887,707","1,873,980","910,012","963,968","1,532,073","742,809","789,264","2,621,431","1,258,436","1,362,995","1,945,585","941,812","1,003,773","915,528","439,140","476,388","2,272,082","1,094,541","1,177,541","3,621,936","1,721,981","1,899,955","5,317,387","2,584,734","2,732,653","3,157,190","1,545,673","1,611,517","1,192,659","575,485","617,174","3,398,735","1,642,230","1,756,505","633,603","314,934","318,669","1,044,648","509,743","534,905","1,119,394","567,877","551,517","870,278","423,222","447,056","3,677,456","1,758,997","1,918,459","617,719","302,318","315,401","8,044,662","3,872,549","4,172,113","4,607,089","2,200,124","2,406,965","436,239","221,098","215,141","6,541,286","3,151,979","3,389,307","1,852,170","893,958","958,212","2,281,052","1,107,391","1,173,661","7,213,275","3,469,846","3,743,429","573,543","270,833","302,710","2,247,643","1,078,170","1,169,473","490,147","242,256","247,891","3,483,621","1,668,801","1,814,820","8,475,882","4,134,628","4,341,254","1,428,908","706,499","722,409","416,024","201,138","214,886","3,753,743","1,823,568","1,930,175","3,661,107","1,803,392","1,857,715","1,215,911","587,059","628,852","3,369,492","1,652,112","1,717,380","339,931","171,511","168,420","19,854","9,016","10,838"
    High school graduate or higher,"1,989,189","948,183","1,041,006","302,936","161,618","141,318","2,687,401","1,306,569","1,380,832","1,358,657","648,361","710,296","10,669,566","5,257,974","5,411,592","2,607,259","1,284,514","1,322,745","1,686,054","801,687","884,367","410,005","191,951","218,054","183,888","93,262","90,626","7,974,541","3,822,200","4,152,341","3,479,426","1,667,989","1,811,437","241,164","132,869","108,295","857,923","420,461","437,462","5,391,468","2,597,160","2,794,308","3,288,581","1,583,451","1,705,130","1,754,861","846,710","908,151","1,436,236","693,361","742,875","2,246,417","1,063,807","1,182,610","1,720,821","817,040","903,781","842,827","398,608","444,219","2,116,752","1,014,435","1,102,317","3,391,182","1,601,982","1,789,200","4,888,431","2,361,366","2,527,065","3,011,992","1,466,084","1,545,908","1,047,395","495,504","551,891","3,066,492","1,467,812","1,598,680","597,937","295,364","302,573","988,577","480,376","508,201","1,041,540","527,215","514,325","815,112","392,571","422,541","3,441,892","1,642,113","1,799,779","584,272","283,543","300,729","7,472,297","3,581,339","3,890,958","4,160,473","1,963,989","2,196,484","407,311","205,236","202,075","5,947,558","2,853,362","3,094,196","1,671,631","804,901","866,730","2,131,141","1,030,040","1,101,101","6,617,939","3,170,143","3,447,796","518,861","244,057","274,804","2,019,273","959,294","1,059,979","457,851","224,161","233,690","3,055,838","1,448,511","1,607,327","7,911,575","3,849,875","4,061,700","1,359,217","669,601","689,616","384,401","182,537","201,864","3,453,731","1,663,758","1,789,973","3,455,355","1,693,494","1,761,861","1,043,193","496,479","546,714","3,158,534","1,537,409","1,621,125","320,645","162,063","158,582","16,562","7,425","9,137"
    Bachelor's degree or higher,"615,164","295,504","319,660","115,549","57,909","57,640","970,782","488,056","482,726","362,223","168,887","193,336","4,744,509","2,412,996","2,331,513","1,233,498","606,624","626,874","769,036","368,149","400,887","145,988","69,573","76,415","169,206","84,919","84,287","2,744,064","1,394,937","1,349,127","1,302,741","640,467","662,274","112,801","59,085","53,716","255,613","132,411","123,202","2,129,605","1,036,982","1,092,623","938,194","446,481","491,713","516,845","242,517","274,328","525,185","251,516","273,669","618,233","282,697","335,536","527,447","246,740","280,707","275,461","125,803","149,658","992,161","482,666","509,495","1,611,112","764,431","846,681","1,537,619","749,860","787,759","1,139,988","540,112","599,876","292,606","136,404","156,202","982,462","459,324","523,138","202,714","98,211","104,503","335,365","158,599","176,766","322,096","168,371","153,725","308,651","150,399","158,252","1,534,397","753,439","780,958","246,043","117,208","128,835","3,296,251","1,567,830","1,728,421","1,528,294","719,292","809,002","130,481","61,033","69,448","1,813,371","873,397","939,974","499,166","242,153","257,013","767,117","370,703","396,414","2,245,477","1,088,009","1,157,468","203,679","97,299","106,380","712,287","353,127","359,160","143,592","67,531","76,061","945,896","454,311","491,585","3,153,166","1,567,787","1,585,379","493,703","265,592","228,111","154,469","69,425","85,044","1,512,410","744,860","767,550","1,310,772","657,118","653,654","233,619","109,060","124,559","1,007,490","476,153","531,337","94,844","47,547","47,297","6,602","2,829","3,773"
Black alone,"816,758","362,602","454,156","15,302","9,134","6,168","182,629","94,261","88,368","282,880","128,722","154,158","1,520,866","741,310","779,556","141,755","76,616","65,139","240,257","108,202","132,055","128,898","57,958","70,940","214,913","94,252","120,661","2,036,510","940,719","1,095,791","1,973,154","880,136","1,093,018","19,472","13,499","5,973","4,207","2,628","1,579","1,158,317","519,744","638,573","364,442","166,623","197,819","56,789","30,521","26,268","102,880","51,957","50,923","223,191","108,992","114,199","914,644","415,001","499,643","7,393","4,717","2,676","1,169,317","521,061","648,256","308,859","143,357","165,502","857,718","389,288","468,430","171,319","86,617","84,702","674,020","300,196","373,824","435,414","196,476","238,938","2,764","1,689","1,075","50,500","25,329","25,171","158,431","77,733","80,698","11,872","6,801","5,071","785,776","355,436","430,340","28,411","16,906","11,505","2,016,296","896,692","1,119,604","1,386,316","613,063","773,253","7,621","5,004","2,617","883,121","402,486","480,635","175,937","86,606","89,331","49,935","27,076","22,859","878,088","405,287","472,801","40,153","19,684","20,469","849,904","379,706","470,198","7,412","4,879","2,533","688,804","313,410","375,394","2,051,007","961,419","1,089,588","17,199","10,411","6,788","4,006","2,166","1,840","1,046,000","485,669","560,331","164,860","90,344","74,516","45,636","24,202","21,434","203,699","94,781","108,918","2,674","1,314","1,360","244,341","120,303","124,038"
    High school graduate or higher,"665,958","286,126","379,832","14,585","8,740","5,845","161,624","82,723","78,901","227,656","102,244","125,412","1,353,633","649,430","704,203","127,670","69,620","58,050","207,540","93,605","113,935","112,846","50,006","62,840","181,721","78,100","103,621","1,660,852","753,120","907,732","1,676,403","728,261","948,142","18,445","12,472","5,973","3,709","2,268","1,441","996,040","435,957","560,083","311,392","138,966","172,426","47,420","25,695","21,725","88,915","44,409","44,506","187,808","90,231","97,577","721,227","311,994","409,233","6,184","4,160","2,024","1,050,497","462,174","588,323","259,713","121,525","138,188","727,733","322,646","405,087","138,285","71,717","66,568","521,974","221,940","300,034","371,497","165,003","206,494","2,626","1,643",983,"44,252","22,135","22,117","139,699","67,491","72,208","10,608","5,901","4,707","689,784","310,765","379,019","25,655","14,806","10,849","1,676,477","735,635","940,842","1,170,746","505,952","664,794","6,713","4,355","2,358","749,650","338,612","411,038","154,979","75,447","79,532","43,787","24,917","18,870","742,924","337,783","405,141","33,416","16,685","16,731","688,285","300,238","388,047","4,970","3,365","1,605","578,873","258,258","320,615","1,809,766","837,965","971,801","15,265","9,725","5,540","3,622","1,867","1,755","882,391","402,185","480,206","149,061","82,917","66,144","40,706","20,964","19,742","166,122","75,626","90,496","2,314","1,172","1,142","177,563","84,217","93,346"
    Bachelor's degree or higher,"133,199","48,750","84,449","3,015","1,155","1,860","41,895","21,167","20,728","38,663","13,040","25,623","369,995","172,542","197,453","34,402","17,197","17,205","53,267","22,975","30,292","29,549","12,332","17,217","56,276","26,280","29,996","368,693","142,368","226,325","449,605","165,793","283,812","5,375","3,584","1,791","1,402",949,453,"233,360","87,542","145,818","61,557","25,595","35,962","8,061","3,900","4,161","19,831","10,269","9,562","36,470","15,412","21,058","137,443","47,288","90,155","1,951","1,225",726,"327,713","131,375","196,338","70,790","30,663","40,127","146,180","55,044","91,136","32,599","17,897","14,702","96,640","31,125","65,515","74,471","29,148","45,323",905,556,349,"11,198","5,221","5,977","26,510","11,099","15,411","2,486","1,683",803,"171,216","68,780","102,436","9,019","4,206","4,813","469,975","182,859","287,116","270,670","98,363","172,307","2,636","1,720",916,"145,086","59,884","85,202","32,141","13,941","18,200","14,315","8,546","5,769","149,743","57,596","92,147","7,701","3,477","4,224","125,729","43,023","82,706","1,217",815,402,"126,599","47,813","78,786","458,949","193,230","265,719","4,438","3,072","1,366","1,508","1,010",498,"238,676","101,321","137,355","38,294","21,080","17,214","5,652","2,701","2,951","27,499","10,170","17,329",449,265,184,"47,112","16,503","30,609"
American Indian or Alaska Native alone,"13,968","6,674","7,294","55,872","27,150","28,722","177,653","83,116","94,537","12,114","5,343","6,771","178,755","85,705","93,050","34,411","17,679","16,732","6,556","3,228","3,328","2,439","1,276","1,163",N,N,N,"34,065","16,515","17,550","19,009","10,815","8,194","2,977","1,571","1,406","15,293","7,963","7,330","18,923","8,685","10,238","10,357","5,105","5,252","6,626","2,846","3,780","15,907","7,879","8,028","6,316","3,277","3,039","16,254","7,939","8,315","5,769","2,398","3,371","10,842","5,116","5,726","6,876","3,605","3,271","34,313","17,297","17,016","32,977","15,532","17,445","6,715","3,244","3,471","18,875","9,958","8,917","35,540","17,682","17,858","9,494","3,968","5,526","23,163","11,044","12,119","1,092",611,481,"9,993","4,786","5,207","114,569","52,668","61,901","45,835","23,186","22,649","76,698","36,914","39,784","20,429","9,696","10,733","14,164","8,467","5,697","162,951","77,501","85,450","31,124","14,973","16,151","16,052","7,526","8,526","2,308","1,316",992,"10,104","4,486","5,618","36,822","17,825","18,997","13,054","5,688","7,366","80,308","38,351","41,957","19,323","8,830","10,493","1,810",753,"1,057","14,504","6,868","7,636","56,214","28,417","27,797",N,N,N,"33,706","16,706","17,000","7,863","3,068","4,795","7,621","3,634","3,987"
    High school graduate or higher,"11,058","5,043","6,015","45,544","22,185","23,359","136,231","64,510","71,721","9,902","4,180","5,722","130,298","60,391","69,907","28,239","14,746","13,493","4,585","2,072","2,513","1,940",970,970,N,N,N,"28,283","12,967","15,316","13,292","6,839","6,453","2,801","1,462","1,339","12,812","6,207","6,605","14,362","6,560","7,802","8,889","4,382","4,507","5,195","1,955","3,240","12,478","6,307","6,171","4,478","2,442","2,036","10,576","4,824","5,752","4,845","1,854","2,991","7,542","3,173","4,369","5,786","2,836","2,950","29,460","14,782","14,678","27,479","12,781","14,698","5,102","2,375","2,727","16,170","8,253","7,917","30,210","15,228","14,982","7,792","2,946","4,846","18,795","8,417","10,378","1,036",611,425,"7,221","3,653","3,568","90,369","41,258","49,111","32,782","16,378","16,404","57,015","24,863","32,152","17,195","7,677","9,518","11,150","6,576","4,574","138,908","64,812","74,096","26,378","12,468","13,910","11,081","5,030","6,051","1,692",913,779,"7,829","3,509","4,320","29,279","14,342","14,937","11,176","5,085","6,091","62,173","28,671","33,502","14,785","6,871","7,914","1,513",475,"1,038","12,642","5,930","6,712","46,277","23,053","23,224",N,N,N,"29,244","14,183","15,061","6,638","2,536","4,102","5,918","2,686","3,232"
    Bachelor's degree or higher,"2,679","1,167","1,512","3,988","1,428","2,560","17,670","7,756","9,914","1,895","1,073",822,"25,882","12,190","13,692","4,536","2,599","1,937",835,450,385,618,267,351,N,N,N,"7,631","3,445","4,186","4,229","2,207","2,022",700,164,536,"1,512",272,"1,240","3,046","1,076","1,970","1,877",847,"1,030",887,368,519,"3,017","1,358","1,659",884,501,383,"1,966",835,"1,131","1,022",371,651,"2,417",932,"1,485","2,130","1,022","1,108","4,729","2,182","2,547","4,338","1,697","2,641",579,427,152,"3,196","1,610","1,586","3,961","2,246","1,715",601,149,452,"1,947",721,"1,226",89,0,89,"2,121","1,201",920,"11,195","3,723","7,472","9,002","4,439","4,563","9,348","3,024","6,324","3,192",898,"2,294","1,828","1,135",693,"26,793","11,038","15,755","4,424","2,179","2,245","2,395",800,"1,595",511,511,0,"1,520",736,784,"3,334","1,297","2,037","4,448","2,475","1,973","16,302","6,807","9,495","1,927",611,"1,316",130,34,96,"3,607","1,526","2,081","6,534","2,528","4,006",N,N,N,"3,943","1,791","2,152",701,554,147,"1,939",722,"1,217"
Asian alone,"40,066","18,323","21,743","30,790","13,520","17,270","151,375","68,509","82,866","27,638","13,019","14,619","4,033,232","1,846,422","2,186,810","109,813","48,892","60,921","106,083","50,332","55,751","24,681","11,689","12,992","19,795","7,972","11,823","384,019","168,974","215,045","259,293","122,275","137,018","416,451","188,203","228,248","15,108","5,527","9,581","470,317","220,665","249,652","80,312","36,934","43,378","40,587","18,725","21,862","50,816","23,931","26,885","37,990","16,356","21,634","52,945","24,833","28,112","9,909","3,411","6,498","269,671","124,177","145,494","289,797","135,503","154,294","187,833","89,365","98,468","153,777","72,871","80,906","20,830","10,074","10,756","71,625","31,449","40,176","5,618","1,990","3,628","25,008","11,836","13,172","176,194","75,676","100,518","21,763","9,942","11,821","592,375","282,694","309,681","20,673","8,300","12,373","1,181,113","550,533","630,580","177,423","84,228","93,195","7,246","3,092","4,154","154,759","71,617","83,142","51,378","23,104","28,274","113,966","49,665","64,301","275,539","128,483","147,056","22,643","10,444","12,199","46,103","21,028","25,075","6,479","2,326","4,153","71,185","30,489","40,696","845,450","402,154","443,296","45,900","20,066","25,834","5,144","2,280","2,864","361,659","163,450","198,209","410,667","183,781","226,886","10,281","4,434","5,847","89,609","41,949","47,660","3,127","1,267","1,860","5,361","1,355","4,006"
    High school graduate or higher,"34,451","16,281","18,170","25,177","11,025","14,152","132,737","60,281","72,456","23,559","11,616","11,943","3,518,694","1,646,511","1,872,183","93,283","43,264","50,019","95,795","45,691","50,104","22,840","10,890","11,950","18,548","7,562","10,986","335,395","149,916","185,479","225,098","108,860","116,238","361,216","164,289","196,927","13,553","5,402","8,151","427,048","205,220","221,828","69,272","32,883","36,389","34,002","16,071","17,931","42,864","20,543","22,321","31,476","14,320","17,156","39,172","19,628","19,544","8,209","2,715","5,494","244,975","115,542","129,433","246,074","118,723","127,351","169,009","82,188","86,821","122,374","59,337","63,037","16,757","8,107","8,650","61,426","27,898","33,528","5,201","1,869","3,332","19,763","9,771","9,992","159,312","70,338","88,974","19,418","9,153","10,265","545,959","266,044","279,915","17,506","7,261","10,245","923,184","436,088","487,096","151,583","73,419","78,164","5,868","2,440","3,428","133,565","63,268","70,297","42,787","19,851","22,936","98,311","44,270","54,041","229,285","109,750","119,535","19,768","9,079","10,689","38,158","18,044","20,114","4,197","1,194","3,003","61,225","26,145","35,080","742,369","362,249","380,120","39,848","17,572","22,276","3,771","1,586","2,185","324,898","151,381","173,517","362,385","167,881","194,504","9,209","4,205","5,004","75,401","36,681","38,720","2,778","1,197","1,581","4,282","1,188","3,094"
    Bachelor's degree or higher,"20,490","11,170","9,320","7,554","2,499","5,055","82,037","40,387","41,650","14,233","7,401","6,832","2,047,431","960,766","1,086,665","55,615","26,752","28,863","66,218","33,313","32,905","16,807","8,441","8,366","15,427","6,098","9,329","186,746","88,252","98,494","134,925","68,800","66,125","130,489","58,068","72,421","6,846","2,774","4,072","295,161","143,910","151,251","48,238","24,885","23,353","18,238","9,809","8,429","23,313","11,693","11,620","19,821","9,334","10,487","18,999","10,764","8,235","4,175","1,554","2,621","171,825","83,104","88,721","167,880","82,774","85,106","118,646","62,746","55,900","66,887","33,654","33,233","8,314","4,384","3,930","42,624","20,145","22,479","3,086",984,"2,102","12,674","7,276","5,398","64,247","27,775","36,472","14,713","7,007","7,706","400,310","198,495","201,815","9,160","3,608","5,552","551,376","259,274","292,102","97,596","49,110","48,486","2,609","1,329","1,280","93,128","46,690","46,438","20,959","9,662","11,297","55,924","25,985","29,939","147,748","73,686","74,062","12,472","5,837","6,635","22,239","11,957","10,282","2,213",571,"1,642","35,054","16,071","18,983","487,985","250,508","237,477","22,078","10,496","11,582","2,112",775,"1,337","212,299","103,373","108,926","210,980","100,181","110,799","7,013","3,312","3,701","39,550","18,885","20,665","1,069",499,570,"1,378",490,888
Native Hawaiian and Other Pacific Islander alone,"2,449","1,224","1,225","2,825","1,312","1,513","7,626","3,845","3,781","3,935","1,876","2,059","99,185","47,229","51,956","5,134","2,306","2,828",N,N,N,N,N,N,N,N,N,"7,267","2,620","4,647",N,N,N,"83,203","42,463","40,740",N,N,N,"2,500","1,139","1,361","1,442",671,771,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"2,105",887,"1,218",N,N,N,N,N,N,970,457,513,N,N,N,"2,741","1,128","1,613",N,N,N,N,N,N,"11,434","6,439","4,995",N,N,N,N,N,N,N,N,N,"4,384","1,903","2,481","2,866","1,799","1,067",N,N,N,"2,852","1,349","1,503","2,089",647,"1,442","8,568","4,178","4,390","2,887","1,172","1,715",N,N,N,N,N,N,N,N,N,N,N,N,"12,601","6,585","6,016","12,042","5,702","6,340",N,N,N,"3,179","1,295","1,884","26,456","12,960","13,496",N,N,N,"1,280",396,884,N,N,N,N,N,N
    High school graduate or higher,"1,220",647,573,"2,406",982,"1,424","6,776","3,205","3,571","2,795","1,538","1,257","86,980","41,642","45,338","4,876","2,190","2,686",N,N,N,N,N,N,N,N,N,"6,862","2,388","4,474",N,N,N,"74,661","38,009","36,652",N,N,N,"2,015",932,"1,083","1,385",671,714,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"1,962",766,"1,196",N,N,N,N,N,N,897,429,468,N,N,N,"2,126","1,053","1,073",N,N,N,N,N,N,"10,334","5,694","4,640",N,N,N,N,N,N,N,N,N,"3,726","1,694","2,032","2,178","1,355",823,N,N,N,"2,673","1,305","1,368","1,529",415,"1,114","7,665","3,798","3,867","1,927",862,"1,065",N,N,N,N,N,N,N,N,N,N,N,N,"11,210","5,747","5,463","11,007","5,319","5,688",N,N,N,"2,869","1,095","1,774","22,825","11,387","11,438",N,N,N,"1,060",381,679,N,N,N,N,N,N
    Bachelor's degree or higher,319,167,152,72,41,31,"1,586",363,"1,223",18,18,0,"16,722","8,286","8,436",931,388,543,N,N,N,N,N,N,N,N,N,"1,529",704,825,N,N,N,"10,932","5,249","5,683",N,N,N,403,142,261,632,253,379,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,656,312,344,N,N,N,N,N,N,423,219,204,N,N,N,551,329,222,N,N,N,N,N,N,957,493,464,N,N,N,N,N,N,N,N,N,991,645,346,275,108,167,N,N,N,791,155,636,285,49,236,"1,380",631,749,419,350,69,N,N,N,N,N,N,N,N,N,N,N,N,"1,671","1,171",500,"2,057","1,079",978,N,N,N,870,421,449,"2,924","1,693","1,231",N,N,N,399,172,227,N,N,N,N,N,N
