Label,Alabama_Count,Alabama_Male,Alabama_Female,Alaska_Count,Alaska_Male,Alaska_Female,Arizona_Count,Arizona_Male,Arizona_Female,Arkansas_Count,Arkansas_Male,Arkansas_Female,California_Count,California_Male,California_Female,Colorado_Count,Colorado_Male,Colorado_Female,Connecticut_Count,Connecticut_Male,Connecticut_Female,Delaware_Count,Delaware_Male,Delaware_Female,District of Columbia_Count,District of Columbia_Male,District of Columbia_Female,Florida_Count,Florida_Male,Florida_Female,Georgia_Count,Georgia_Male,Georgia_Female,Hawaii_Count,Hawaii_Male,Hawaii_Female,Idaho_Count,Idaho_Male,Idaho_Female,Illinois_Count,Illinois_Male,Illinois_Female,Indiana_Count,Indiana_Male,Indiana_Female,Iowa_Count,Iowa_Male,Iowa_Female,Kansas_Count,Kansas_Male,Kansas_Female,Kentucky_Count,Kentucky_Male,Kentucky_Female,Louisiana_Count,Louisiana_Male,Louisiana_Female,Maine_Count,Maine_Male,Maine_Female,Maryland_Count,Maryland_Male,Maryland_Female,Massachusetts_Count,Massachusetts_Male,Massachusetts_Female,Michigan_Count,Michigan_Male,Michigan_Female,Minnesota_Count,Minnesota_Male,Minnesota_Female,Mississippi_Count,Mississippi_Male,Mississippi_Female,Missouri_Count,Missouri_Male,Missouri_Female,Montana_Count,Montana_Male,Montana_Female,Nebraska_Count,Nebraska_Male,Nebraska_Female,Nevada_Count,Nevada_Male,Nevada_Female,New Hampshire_Count,New Hampshire_Male,New Hampshire_Female,New Jersey_Count,New Jersey_Male,New Jersey_Female,New Mexico_Count,New Mexico_Male,New Mexico_Female,New York_Count,New York_Male,New York_Female,North Carolina_Count,North Carolina_Male,North Carolina_Female,North Dakota_Count,North Dakota_Male,North Dakota_Female,Ohio_Count,Ohio_Male,Ohio_Female,Oklahoma_Count,Oklahoma_Male,Oklahoma_Female,Oregon_Count,Oregon_Male,Oregon_Female,Pennsylvania_Count,Pennsylvania_Male,Pennsylvania_Female,Rhode Island_Count,Rhode Island_Male,Rhode Island_Female,South Carolina_Count,South Carolina_Male,South Carolina_Female,South Dakota_Count,South Dakota_Male,South Dakota_Female,Tennessee_Count,Tennessee_Male,Tennessee_Female,Texas_Count,Texas_Male,Texas_Female,Utah_Count,Utah_Male,Utah_Female,Vermont_Count,Vermont_Male,Vermont_Female,Virginia_Count,Virginia_Male,Virginia_Female,Washington_Count,Washington_Male,Washington_Female,West Virginia_Count,West Virginia_Male,West Virginia_Female,Wisconsin_Count,Wisconsin_Male,Wisconsin_Female,Wyoming_Count,Wyoming_Male,Wyoming_Female,Puerto Rico_Count,Puerto Rico_Male,Puerto Rico_Female
Some other race alone,"27,494","16,133","11,361","6,962","3,797","3,165","266,473","132,832","133,641","32,419","17,321","15,098","3,082,022","1,568,691","1,513,331","124,401","64,420","59,981","106,291","54,650","51,641","10,994","5,560","5,434","21,956","11,999","9,957","335,474","167,824","167,650","146,924","79,725","67,199","7,652","4,339","3,313","20,682","10,623","10,059","439,310","229,673","209,637","72,520","37,656","34,864","24,545","13,979","10,566","38,419","19,645","18,774","18,316","10,692","7,624","31,487","18,036","13,451",N,N,N,"145,065","78,560","66,505","166,553","82,176","84,377","66,303","36,142","30,161","44,600","25,191","19,409","15,645","10,020","5,625","34,466","18,400","16,066","4,084","2,034","2,050","16,240","7,915","8,325","149,405","78,301","71,104","3,154","1,596","1,558","361,513","181,255","180,258","132,339","67,190","65,149","1,073,742","520,184","553,558","152,081","83,004","69,077","3,308","1,715","1,593","57,002","31,887","25,115","57,107","31,443","25,664","59,256","33,527","25,729","140,600","73,648","66,952","37,147","18,944","18,203","38,833","22,473","16,360","4,519","1,930","2,589","47,887","26,436","21,451","880,090","462,123","417,967","70,708","36,309","34,399",N,N,N,"117,021","63,665","53,356","150,438","80,954","69,484","2,786","2,385",401,"56,526","30,401","26,125","5,746","2,763","2,983","394,124","189,488","204,636"
    High school graduate or higher,"12,509","5,864","6,645","5,488","3,016","2,472","161,319","78,319","83,000","17,690","9,028","8,662","1,800,164","907,153","893,011","80,897","42,142","38,755","67,283","33,369","33,914","6,579","3,293","3,286","12,584","6,806","5,778","253,475","123,161","130,314","84,145","43,916","40,229","6,832","3,912","2,920","10,478","5,286","5,192","257,079","132,634","124,445","44,245","22,121","22,124","12,936","6,505","6,431","21,387","10,077","11,310","9,588","5,193","4,395","22,810","13,186","9,624",N,N,N,"74,129","37,773","36,356","106,739","52,077","54,662","42,383","24,031","18,352","24,301","12,901","11,400","7,126","3,971","3,155","19,761","10,588","9,173","3,665","1,968","1,697","10,368","4,740","5,628","89,526","47,029","42,497","2,890","1,477","1,413","250,908","120,317","130,591","94,093","47,018","47,075","680,024","325,006","355,018","76,506","37,401","39,105","2,409","1,169","1,240","40,878","23,788","17,090","30,199","16,702","13,497","31,368","17,632","13,736","93,941","47,803","46,138","22,109","11,098","11,011","22,204","11,375","10,829","2,708",856,"1,852","26,277","14,504","11,773","517,856","269,905","247,951","43,714","22,164","21,550",N,N,N,"74,662","38,901","35,761","88,128","45,219","42,909","2,402","2,167",235,"33,656","18,543","15,113","4,523","2,004","2,519","279,686","129,486","150,200"
    Bachelor's degree or higher,"2,237","1,061","1,176","1,088",727,361,"23,276","10,214","13,062","2,903","1,150","1,753","287,293","131,310","155,983","14,458","7,429","7,029","11,148","5,761","5,387","1,397",615,782,"6,329","3,428","2,901","67,269","30,988","36,281","17,513","9,431","8,082","2,787","1,846",941,"1,060",436,624,"42,281","18,271","24,010","6,954","3,443","3,511","1,872","1,021",851,"3,291","1,565","1,726","2,179","1,073","1,106","4,224","1,723","2,501",N,N,N,"17,876","9,159","8,717","22,034","11,874","10,160","9,097","5,696","3,401","5,728","3,352","2,376",649,338,311,"4,680","2,313","2,367",441,57,384,"1,351",489,862,"10,231","4,507","5,724",987,382,605,"51,625","21,215","30,410","15,457","6,995","8,462","148,597","64,161","84,436","15,372","6,798","8,574",385,17,368,"7,428","3,480","3,948","4,994","2,472","2,522","5,949","3,133","2,816","15,289","6,561","8,728","2,840","1,216","1,624","4,679","1,919","2,760",438,295,143,"7,117","3,841","3,276","84,855","39,465","45,390","5,797","3,236","2,561",N,N,N,"18,199","8,255","9,944","14,440","6,671","7,769",962,826,136,"5,722","2,563","3,159",778,36,742,"80,892","29,209","51,683"
Two or more races,"39,035","18,562","20,473","25,030","12,584","12,446","88,047","43,953","44,094","25,857","13,025","12,832","779,480","377,282","402,198","80,338","40,138","40,200","42,698","21,523","21,175","9,375","4,682","4,693","11,920","5,061","6,859","224,731","110,616","114,115","89,223","40,308","48,915","178,786","88,556","90,230","18,936","10,270","8,666","110,568","51,568","59,000","50,320","23,976","26,344","17,442","8,176","9,266","32,105","15,440","16,665","31,452","15,845","15,607","38,075","17,271","20,804","14,261","7,472","6,789","73,805","34,824","38,981","85,966","43,537","42,429","103,312","49,307","54,005","56,246","26,430","29,816","13,239","6,724","6,515","58,778","30,836","27,942","11,769","4,781","6,988","14,547","6,940","7,607","59,363","26,574","32,789","9,975","5,429","4,546","99,657","45,046","54,611","30,507","16,086","14,421","269,513","128,565","140,948","86,405","42,517","43,888","9,048","6,156","2,892","104,965","50,991","53,974","137,520","66,229","71,291","86,544","42,893","43,651","109,220","51,519","57,701","14,270","6,470","7,800","36,388","17,888","18,500","9,592","5,472","4,120","53,652","26,894","26,758","285,184","136,234","148,950","26,347","14,544","11,803","5,816","2,843","2,973","117,556","58,891","58,665","162,934","79,375","83,559","10,952","4,923","6,029","42,933","21,146","21,787","5,652","1,919","3,733","107,165","50,458","56,707"
    High school graduate or higher,"32,433","15,157","17,276","23,332","11,749","11,583","77,475","38,041","39,434","21,415","10,920","10,495","684,390","330,134","354,256","74,207","36,429","37,778","37,285","18,256","19,029","8,902","4,334","4,568","10,641","4,556","6,085","195,475","93,357","102,118","79,979","36,512","43,467","166,991","81,523","85,468","16,357","8,639","7,718","101,064","47,194","53,870","43,009","20,931","22,078","15,114","7,178","7,936","28,427","13,641","14,786","27,993","14,113","13,880","31,431","13,956","17,475","11,809","6,310","5,499","67,654","31,612","36,042","69,957","34,523","35,434","89,264","41,815","47,449","50,517","22,444","28,073","11,317","5,794","5,523","51,032","26,781","24,251","10,539","4,259","6,280","12,060","5,428","6,632","53,038","23,691","29,347","8,846","4,713","4,133","84,006","37,872","46,134","26,794","13,623","13,171","214,618","101,406","113,212","74,925","35,927","38,998","8,611","5,838","2,773","90,302","43,656","46,646","122,262","58,774","63,488","76,807","37,818","38,989","93,648","43,729","49,919","12,168","5,621","6,547","30,953","15,124","15,829","7,967","4,701","3,266","44,831","21,996","22,835","244,724","117,078","127,646","23,821","12,978","10,843","3,819","1,681","2,138","106,463","52,811","53,652","146,999","70,265","76,734","9,964","4,360","5,604","38,506","19,185","19,321","5,082","1,728","3,354","83,419","36,894","46,525"
    Bachelor's degree or higher,"9,330","3,921","5,409","4,784","2,398","2,386","24,686","10,872","13,814","6,453","3,523","2,930","257,793","119,088","138,705","27,951","13,614","14,337","12,545","5,323","7,222","3,898","1,945","1,953","7,470","3,361","4,109","68,791","34,071","34,720","31,392","12,993","18,399","39,416","17,238","22,178","4,145","2,185","1,960","42,748","18,909","23,839","13,761","5,618","8,143","3,660","1,658","2,002","8,307","3,587","4,720","8,209","3,753","4,456","9,425","3,412","6,013","3,299","1,514","1,785","31,745","14,055","17,690","27,978","13,432","14,546","23,469","9,579","13,890","17,994","7,256","10,738","3,218","1,411","1,807","17,437","8,156","9,281","3,161",956,"2,205","3,280","1,485","1,795","13,595","5,327","8,268","2,323","1,357",966,"32,213","14,752","17,461","8,849","4,298","4,551","89,055","37,190","51,865","26,162","12,046","14,116","2,020",930,"1,090","24,849","11,529","13,320","29,964","13,320","16,644","24,074","11,095","12,979","31,658","14,492","17,166","4,525","1,917","2,608","9,331","4,474","4,857","2,537","1,411","1,126","14,814","7,086","7,728","85,512","42,323","43,189","8,041","4,046","3,995","1,432",540,892,"45,608","22,175","23,433","46,568","21,287","25,281","3,114",976,"2,138","12,376","5,144","7,232","1,068",303,765,"25,583","8,879","16,704"
Hispanic or Latino Origin,"96,774","53,999","42,775","25,926","13,080","12,846","1,122,913","555,194","567,719","99,470","52,809","46,661","8,573,223","4,266,003","4,307,220","633,161","320,582","312,579","310,831","151,823","159,008","44,801","23,504","21,297","45,602","23,356","22,246","3,235,668","1,559,974","1,675,694","491,368","259,064","232,304","74,545","38,835","35,710","94,680","49,015","45,665","1,194,878","615,235","579,643","214,180","110,845","103,335","80,639","41,921","38,718","163,205","83,659","79,546","70,554","38,787","31,767","135,643","73,364","62,279","9,377","4,009","5,368","321,985","167,413","154,572","415,601","200,577","215,024","242,913","122,142","120,771","136,552","70,947","65,605","46,689","27,811","18,878","119,961","61,423","58,538","18,587","9,557","9,030","92,018","47,978","44,040","443,701","223,691","220,010","23,341","11,023","12,318","1,061,429","525,613","535,816","589,076","287,945","301,131","2,276,885","1,101,544","1,175,341","450,020","234,882","215,138","12,348","6,924","5,424","212,227","107,647","104,580","188,004","99,362","88,642","257,198","134,387","122,811","451,762","226,075","225,687","81,214","39,562","41,652","136,778","76,117","60,661","14,060","7,497","6,563","165,216","90,106","75,110","5,880,798","2,917,258","2,963,540","201,172","103,526","97,646","5,542","2,377","3,165","418,669","217,782","200,887","437,200","228,429","208,771","15,498","8,990","6,508","188,555","99,022","89,533","30,770","15,189","15,581","2,355,115","1,086,251","1,268,864"
    High school graduate or higher,"55,544","28,854","26,690","22,866","11,393","11,473","746,212","362,653","383,559","54,643","28,208","26,435","5,281,597","2,584,568","2,697,029","442,962","219,635","223,327","220,475","104,244","116,231","26,522","13,711","12,811","32,788","16,016","16,772","2,517,399","1,195,300","1,322,099","301,546","154,107","147,439","66,660","33,667","32,993","57,796","28,154","29,642","771,827","389,961","381,866","134,491","67,648","66,843","46,522","22,229","24,293","102,172","50,204","51,968","48,160","24,664","23,496","100,211","51,960","48,251","8,661","3,742","4,919","199,730","99,005","100,725","286,452","133,107","153,345","172,737","84,765","87,972","88,243","43,222","45,021","28,023","15,690","12,333","82,724","40,593","42,131","15,638","8,000","7,638","51,801","25,970","25,831","279,430","139,276","140,154","18,470","7,989","10,481","769,665","369,348","400,317","441,658","211,661","229,997","1,540,260","738,503","801,757","254,204","120,911","133,293","10,168","5,503","4,665","161,803","81,883","79,920","110,287","56,160","54,127","159,098","81,663","77,435","315,639","153,679","161,960","57,241","27,269","29,972","86,133","44,184","41,949","9,975","5,035","4,940","98,215","51,506","46,709","3,734,366","1,814,302","1,920,064","136,844","69,990","66,854","4,809","2,084","2,725","297,466","150,008","147,458","281,622","141,140","140,482","13,933","8,202","5,731","122,559","62,506","60,053","21,789","10,284","11,505","1,758,675","783,693","974,982"
    Bachelor's degree or higher,"12,459","5,592","6,867","4,733","2,353","2,380","125,693","56,055","69,638","9,688","4,388","5,300","1,020,906","465,933","554,973","90,100","41,448","48,652","49,931","20,751","29,180","6,209","2,267","3,942","20,184","9,758","10,426","737,941","335,507","402,434","79,025","38,841","40,184","15,833","7,844","7,989","7,707","3,539","4,168","160,792","73,456","87,336","25,580","12,436","13,144","8,721","3,440","5,281","20,800","10,355","10,445","12,540","6,167","6,373","24,168","11,413","12,755","4,095","1,881","2,214","68,357","32,615","35,742","73,751","33,876","39,875","40,564","18,812","21,752","23,844","11,970","11,874","5,891","2,709","3,182","22,336","9,419","12,917","2,852","1,262","1,590","9,361","4,207","5,154","36,882","16,746","20,136","6,124","2,199","3,925","189,452","81,880","107,572","84,598","35,512","49,086","401,147","173,069","228,078","60,779","27,818","32,961","2,947",978,"1,969","36,353","16,853","19,500","21,801","10,674","11,127","39,271","19,720","19,551","68,424","28,466","39,958","11,233","5,100","6,133","20,731","9,140","11,591","2,631","1,452","1,179","21,770","11,027","10,743","776,991","349,542","427,449","23,080","12,745","10,335","2,037",777,"1,260","96,357","46,331","50,026","60,269","27,305","32,964","4,160","2,483","1,677","22,321","9,543","12,778","3,945","1,380","2,565","581,177","218,111","363,066"
POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Less than high school graduate,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    High school graduate (includes equivalency),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    Some college or associate's degree,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    Bachelor's degree or higher,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 25 years and over with earnings,"32,468","40,366","26,849","41,968","51,160","34,713","35,016","40,163","30,484","30,983","35,947","26,448","37,476","42,110","31,960","40,229","46,719","32,327","46,500","53,355","39,554","40,734","45,135","35,938","57,512","64,754","51,981","31,662","35,830","28,564","35,014","40,612","30,052","38,609","42,851","33,381","31,173","38,315","23,534","40,120","47,097","31,942","35,368","41,951","28,272","36,469","42,606","29,520","36,727","43,792","30,123","32,495","39,086","27,461","35,208","43,660","27,026","33,282","40,312","28,557","47,312","52,469","41,249","46,480","52,364","40,032","35,543","42,581","28,008","40,851","47,156","34,598","31,090","36,874","26,048","35,129","41,116","29,619","31,848","40,107","26,231","36,403","42,172","30,440","33,755","37,724","30,713","42,178","50,676","36,037","45,704","52,239","37,223","31,109","35,901","26,499","40,996","46,553","35,922","33,096","38,557","29,576","40,741","50,615","31,353","36,014","42,400","29,777","32,950","40,923","27,040","33,828","40,467","28,457","37,775","45,448","31,231","41,130","46,334","36,076","32,063","37,769","27,565","34,248","40,942","28,439","32,406","39,198","27,653","36,361","42,054","30,242","36,431","46,519","26,674","36,529","41,377","31,876","41,361","50,020","34,491","41,140","50,075","32,776","31,634","39,828","26,183","37,222","43,118","31,199","37,811","50,641","27,361","18,128","18,022","18,232"
        Less than high school graduate,"20,732","25,122","14,134","21,923","26,389","16,073","20,377","22,690","15,639","21,608","25,422","16,301","20,880","24,014","16,166","25,304","30,123","16,633","22,595","28,932","18,348","25,297","28,306","21,795","23,604","26,203","20,998","19,735","22,216","15,978","20,592","23,460","15,891","25,396","27,409","23,051","20,974","25,828","14,680","22,052","26,085","17,170","21,431","26,928","15,157","24,854","30,066","18,061","23,174","28,124","16,986","19,482","21,464","15,185","20,694","26,765","13,918","20,130","21,871","15,796","25,074","28,515","18,475","23,077","26,660","18,551","20,106","23,165","15,103","22,801","26,844","18,061","21,833","26,393","14,547","21,161","25,521","16,200","17,549","20,952","15,454","22,266","25,734","16,870","25,316","27,209","20,945","29,179","32,413","23,518","22,278","26,034","17,401","18,599","22,223","13,009","20,814","23,981","16,203","20,359","22,494","15,674","30,667","38,773","17,462","20,775","25,295","15,388","22,135","27,294","15,608","21,904","25,691","18,147","21,860","26,723","16,420","23,540","26,376","20,680","19,637","22,343","14,149","24,776","26,760","15,959","20,461","22,922","15,653","21,362","25,664","14,998","23,626","27,474","17,217","21,884","29,187","13,401","22,657","27,318","16,937","24,751","28,505","19,638","18,618","23,884","13,926","22,730","26,670","17,163","25,376","31,821","12,772","10,179","10,707","9,157"
        High school graduate (includes equivalency),"27,223","33,864","20,847","33,815","41,365","25,312","27,947","31,563","23,454","26,241","31,159","20,966","29,108","32,194","23,233","31,280","36,628","25,450","35,288","41,902","27,322","30,752","37,460","25,000","28,467","30,241","26,594","25,474","29,254","21,373","26,802","31,389","21,762","31,995","35,842","29,653","26,002","32,008","18,745","29,773","36,067","22,375","30,137","36,486","22,161","30,734","37,410","22,033","28,715","35,217","21,855","27,326","32,679","21,511","28,713","38,268","20,576","27,259","32,367","21,708","34,243","40,474","28,176","32,480","40,770","26,188","26,835","32,386","20,910","31,311","37,256","24,020","26,411","31,921","20,436","27,375","32,237","21,728","26,806","33,515","20,361","29,307","35,451","21,880","30,254","32,257","26,105","33,726","40,392","27,088","31,719","38,303","25,850","26,477","30,931","21,260","30,614","35,668","23,940","26,632","30,714","21,446","33,374","41,998","23,957","29,284","35,968","22,097","27,321","33,366","21,381","26,567","31,372","22,149","30,304","36,580","23,178","34,328","40,411","27,162","26,184","30,558","21,501","29,135","36,472","21,713","26,490","31,699","21,326","28,000","33,211","21,930","30,517","36,623","22,757","30,898","36,005","24,739","29,674","34,544","23,852","31,319","37,320","24,674","26,658","34,013","20,838","30,884","37,155","23,994","32,377","46,539","21,213","14,590","15,419","12,497"
        Some college or associate's degree,"30,878","40,592","25,396","41,036","50,968","31,797","33,632","40,033","30,015","30,020","36,451","25,367","36,161","42,159","30,683","35,392","41,441","29,651","40,982","48,484","35,862","36,993","41,490","31,528","38,881","41,206","35,878","31,137","35,610","27,766","31,750","40,010","26,624","36,558","42,900","31,266","29,633","37,009","22,364","35,823","45,093","28,612","32,335","41,588","26,644","34,482","42,348","27,131","33,462","41,584","26,775","31,285","39,972","25,453","31,959","42,336","25,481","32,010","40,628","27,097","41,290","50,219","35,791","38,797","48,314","32,133","31,865","41,495","25,811","36,845","43,917","31,099","30,679","40,003","25,007","32,114","40,747","26,626","30,429","37,416","24,479","34,836","42,087","27,610","33,253","40,010","30,389","40,122","47,694","33,577","39,832","48,082","32,117","29,996","36,070","25,060","36,736","43,881","31,321","31,060","37,339","26,164","37,644","50,258","28,483","32,285","41,237","27,034","32,197","41,034","26,801","31,625","38,653","26,505","35,547","43,017","29,630","37,783","43,329","31,875","31,663","39,884","26,308","32,264","40,662","27,162","31,615","39,931","26,578","35,462","42,435","28,877","32,661","41,844","25,276","36,054","38,966","33,670","35,656","43,346","30,483","37,293","46,504","30,737","30,816","40,341","25,615","35,361","42,369","29,090","35,229","51,053","25,453","16,994","18,412","15,837"
        Bachelor's degree,"46,740","60,321","39,543","52,885","64,905","42,423","49,801","60,684","40,862","42,828","52,803","38,758","57,282","67,274","50,053","50,196","61,150","40,975","61,071","75,348","49,547","52,261","61,339","47,232","64,142","70,920","57,796","42,714","51,349","38,424","49,696","60,816","41,262","46,167","52,348","40,741","42,661","52,109","31,865","52,369","66,277","43,487","46,884","60,139","38,824","46,518","57,354","37,581","46,436","59,825","37,313","45,058","52,231","38,970","46,367","60,238","40,497","41,214","50,731","35,093","60,745","70,850","51,398","57,285","70,358","48,867","49,839","61,593","39,268","51,601","62,708","42,703","39,960","50,472","35,298","45,607","56,248","38,258","39,292","49,881","32,546","46,833","56,216","40,251","45,977","51,898","40,217","51,426","70,110","41,958","60,935","75,749","51,054","42,423","51,553","38,863","55,360","63,032","49,180","46,171","57,212","39,364","45,787","57,952","39,956","50,191","60,902","41,029","42,195","55,088","35,839","44,049","55,165","35,954","50,791","61,234","41,647","50,880","61,136","42,157","44,151","53,775","36,398","41,273","51,155","35,457","45,600","54,746","38,506","51,887","66,212","45,857","46,255","60,964","32,143","40,348","50,748","32,958","55,799","71,065","45,784","55,795","70,177","44,389","41,512","53,355","35,903","47,383","57,485","41,171","46,092","54,305","40,543","24,171","29,997","22,092"
        Graduate or professional degree,"56,164","76,121","50,413","70,590","77,073","64,785","60,884","77,580","50,530","55,490","71,766","50,082","80,442","100,017","66,382","63,270","82,156","52,012","77,568","98,411","66,887","65,967","77,467","61,040","84,682","96,219","76,357","57,128","71,555","50,339","61,443","77,463","52,399","65,094","79,582","54,900","57,829","71,006","50,584","70,580","87,924","60,300","60,699","74,567","51,960","61,206","72,075","52,452","59,574","76,850","50,743","53,986","66,330","50,465","57,131","72,160","50,711","54,528","65,953","50,184","81,087","98,774","68,399","74,405","91,712","64,312","66,580","82,188","55,453","67,260","77,837","60,319","51,111","65,574","45,720","57,209","71,480","50,944","52,284","60,904","50,192","60,470","71,396","52,149","62,155","75,043","55,266","67,491","90,846","57,362","83,032","101,603","68,086","57,560","75,074","50,875","71,684","86,817","62,172","59,243","80,225","50,162","65,049","80,867","51,937","62,324","77,102","54,680","55,490","71,406","45,524","61,139","77,190","50,988","66,931","82,479","57,016","70,840","80,406","63,536","52,733","66,458","49,430","51,443","60,150","47,466","56,896","72,077","48,477","70,031","90,591","56,166","70,017","83,048","51,666","55,525","66,856","47,024","78,049","100,317","60,921","71,123","90,717","58,794","52,317","63,858","48,198","61,217","72,205","55,515","61,476","70,198","57,720","36,913","42,848","34,133"